model_id,datetime,reference_datetime,site_id,family,parameter,variable,prediction
tg_randfor_ens_rnnresids,2023-06-26,2023-06-23,ARIK,ensemble,30,temperature,18.503208274214426
tg_randfor_ens_rnnresids,2023-06-26,2023-06-23,ARIK,ensemble,31,temperature,20.486150766357117
tg_randfor_ens_rnnresids,2023-06-27,2023-06-23,ARIK,ensemble,1,temperature,20.314462316103988
tg_randfor_ens_rnnresids,2023-06-27,2023-06-23,ARIK,ensemble,2,temperature,20.339191372457456
tg_randfor_ens_rnnresids,2023-06-27,2023-06-23,ARIK,ensemble,3,temperature,20.255982330238073
tg_randfor_ens_rnnresids,2023-06-27,2023-06-23,ARIK,ensemble,4,temperature,20.107288398292862
tg_randfor_ens_rnnresids,2023-06-27,2023-06-23,ARIK,ensemble,5,temperature,19.847168801511454
tg_randfor_ens_rnnresids,2023-06-27,2023-06-23,ARIK,ensemble,6,temperature,20.64987300000059
tg_randfor_ens_rnnresids,2023-06-27,2023-06-23,ARIK,ensemble,7,temperature,21.71549627476359
tg_randfor_ens_rnnresids,2023-06-27,2023-06-23,ARIK,ensemble,8,temperature,20.998893969120047
tg_randfor_ens_rnnresids,2023-06-27,2023-06-23,ARIK,ensemble,9,temperature,21.76760835406494
tg_randfor_ens_rnnresids,2023-06-27,2023-06-23,ARIK,ensemble,10,temperature,20.5299846026772
tg_randfor_ens_rnnresids,2023-06-27,2023-06-23,ARIK,ensemble,11,temperature,20.175759865928626
tg_randfor_ens_rnnresids,2023-06-27,2023-06-23,ARIK,ensemble,12,temperature,21.861444180711484
tg_randfor_ens_rnnresids,2023-06-27,2023-06-23,ARIK,ensemble,13,temperature,19.794261075119174
tg_randfor_ens_rnnresids,2023-06-27,2023-06-23,ARIK,ensemble,14,temperature,20.489539173226326
tg_randfor_ens_rnnresids,2023-06-27,2023-06-23,ARIK,ensemble,15,temperature,21.226559566007072
tg_randfor_ens_rnnresids,2023-06-27,2023-06-23,ARIK,ensemble,16,temperature,18.73861003015071
tg_randfor_ens_rnnresids,2023-06-27,2023-06-23,ARIK,ensemble,17,temperature,20.150223897956185
tg_randfor_ens_rnnresids,2023-06-27,2023-06-23,ARIK,ensemble,18,temperature,20.401445166823848
tg_randfor_ens_rnnresids,2023-06-27,2023-06-23,ARIK,ensemble,19,temperature,19.708803551461894
tg_randfor_ens_rnnresids,2023-06-27,2023-06-23,ARIK,ensemble,20,temperature,20.551919524200958
tg_randfor_ens_rnnresids,2023-06-27,2023-06-23,ARIK,ensemble,21,temperature,20.29974361344031
tg_randfor_ens_rnnresids,2023-06-27,2023-06-23,ARIK,ensemble,22,temperature,19.455004107601443
tg_randfor_ens_rnnresids,2023-06-27,2023-06-23,ARIK,ensemble,23,temperature,20.67117221219541
tg_randfor_ens_rnnresids,2023-06-27,2023-06-23,ARIK,ensemble,24,temperature,20.818130570578365
tg_randfor_ens_rnnresids,2023-06-27,2023-06-23,ARIK,ensemble,25,temperature,21.33439353939335
tg_randfor_ens_rnnresids,2023-06-27,2023-06-23,ARIK,ensemble,26,temperature,20.56995553867044
tg_randfor_ens_rnnresids,2023-06-27,2023-06-23,ARIK,ensemble,27,temperature,20.421330748850803
tg_randfor_ens_rnnresids,2023-06-27,2023-06-23,ARIK,ensemble,28,temperature,20.904631891402357
tg_randfor_ens_rnnresids,2023-06-27,2023-06-23,ARIK,ensemble,29,temperature,20.80798494518336
tg_randfor_ens_rnnresids,2023-06-27,2023-06-23,ARIK,ensemble,30,temperature,20.67368872111272
tg_randfor_ens_rnnresids,2023-06-27,2023-06-23,ARIK,ensemble,31,temperature,20.663246709335926
tg_randfor_ens_rnnresids,2023-06-28,2023-06-23,ARIK,ensemble,1,temperature,20.753787542243188
tg_randfor_ens_rnnresids,2023-06-28,2023-06-23,ARIK,ensemble,2,temperature,20.663712696596622
tg_randfor_ens_rnnresids,2023-06-28,2023-06-23,ARIK,ensemble,3,temperature,21.281229433073257
tg_randfor_ens_rnnresids,2023-06-28,2023-06-23,ARIK,ensemble,4,temperature,20.515775897986906
tg_randfor_ens_rnnresids,2023-06-28,2023-06-23,ARIK,ensemble,5,temperature,20.959698149343318
tg_randfor_ens_rnnresids,2023-06-28,2023-06-23,ARIK,ensemble,6,temperature,20.38358737873309
tg_randfor_ens_rnnresids,2023-06-28,2023-06-23,ARIK,ensemble,7,temperature,21.675016127519143
tg_randfor_ens_rnnresids,2023-06-28,2023-06-23,ARIK,ensemble,8,temperature,17.744792486736024
tg_randfor_ens_rnnresids,2023-06-28,2023-06-23,ARIK,ensemble,9,temperature,20.856157867893174
tg_randfor_ens_rnnresids,2023-06-28,2023-06-23,ARIK,ensemble,10,temperature,21.315822054153998
tg_randfor_ens_rnnresids,2023-06-28,2023-06-23,ARIK,ensemble,11,temperature,20.91162120923585
tg_randfor_ens_rnnresids,2023-06-28,2023-06-23,ARIK,ensemble,12,temperature,22.132337546973563
tg_randfor_ens_rnnresids,2023-06-28,2023-06-23,ARIK,ensemble,13,temperature,20.36853703538279
tg_randfor_ens_rnnresids,2023-06-28,2023-06-23,ARIK,ensemble,14,temperature,18.532852230016612
tg_randfor_ens_rnnresids,2023-06-28,2023-06-23,ARIK,ensemble,15,temperature,21.751566034431963
tg_randfor_ens_rnnresids,2023-06-28,2023-06-23,ARIK,ensemble,16,temperature,18.096834946180174
tg_randfor_ens_rnnresids,2023-06-28,2023-06-23,ARIK,ensemble,17,temperature,20.05514544032494
tg_randfor_ens_rnnresids,2023-06-28,2023-06-23,ARIK,ensemble,18,temperature,21.71660000773749
tg_randfor_ens_rnnresids,2023-06-28,2023-06-23,ARIK,ensemble,19,temperature,20.20618441847195
tg_randfor_ens_rnnresids,2023-06-28,2023-06-23,ARIK,ensemble,20,temperature,19.723089573003858
tg_randfor_ens_rnnresids,2023-06-28,2023-06-23,ARIK,ensemble,21,temperature,20.635837075102145
tg_randfor_ens_rnnresids,2023-06-28,2023-06-23,ARIK,ensemble,22,temperature,20.989873009788194
tg_randfor_ens_rnnresids,2023-06-28,2023-06-23,ARIK,ensemble,23,temperature,20.828544877153497
tg_randfor_ens_rnnresids,2023-06-28,2023-06-23,ARIK,ensemble,24,temperature,21.507836119729564
tg_randfor_ens_rnnresids,2023-06-28,2023-06-23,ARIK,ensemble,25,temperature,21.365672168815195
tg_randfor_ens_rnnresids,2023-06-28,2023-06-23,ARIK,ensemble,26,temperature,20.449039866366107
tg_randfor_ens_rnnresids,2023-06-28,2023-06-23,ARIK,ensemble,27,temperature,22.163342569402115
tg_randfor_ens_rnnresids,2023-06-28,2023-06-23,ARIK,ensemble,28,temperature,19.372259690866336
tg_randfor_ens_rnnresids,2023-06-28,2023-06-23,ARIK,ensemble,29,temperature,20.63799705215265
tg_randfor_ens_rnnresids,2023-06-28,2023-06-23,ARIK,ensemble,30,temperature,21.33507583225166
tg_randfor_ens_rnnresids,2023-06-28,2023-06-23,ARIK,ensemble,31,temperature,21.245603491267662
tg_randfor_ens_rnnresids,2023-06-29,2023-06-23,ARIK,ensemble,1,temperature,21.172960691022734
tg_randfor_ens_rnnresids,2023-06-29,2023-06-23,ARIK,ensemble,2,temperature,22.31850416161238
tg_randfor_ens_rnnresids,2023-06-29,2023-06-23,ARIK,ensemble,3,temperature,20.433258686487033
tg_randfor_ens_rnnresids,2023-06-29,2023-06-23,ARIK,ensemble,4,temperature,19.6104870561308
tg_randfor_ens_rnnresids,2023-06-29,2023-06-23,ARIK,ensemble,5,temperature,21.44432317080758
tg_randfor_ens_rnnresids,2023-06-29,2023-06-23,ARIK,ensemble,6,temperature,21.516600539699017
tg_randfor_ens_rnnresids,2023-06-29,2023-06-23,ARIK,ensemble,7,temperature,20.010447906646913
tg_randfor_ens_rnnresids,2023-06-29,2023-06-23,ARIK,ensemble,8,temperature,19.26480622994615
tg_randfor_ens_rnnresids,2023-06-29,2023-06-23,ARIK,ensemble,9,temperature,21.699505826319935
tg_randfor_ens_rnnresids,2023-06-29,2023-06-23,ARIK,ensemble,10,temperature,20.78252795987407
tg_randfor_ens_rnnresids,2023-06-29,2023-06-23,ARIK,ensemble,11,temperature,21.428471723938024
tg_randfor_ens_rnnresids,2023-06-29,2023-06-23,ARIK,ensemble,12,temperature,22.254343132249424
tg_randfor_ens_rnnresids,2023-06-29,2023-06-23,ARIK,ensemble,13,temperature,20.15377855331049
tg_randfor_ens_rnnresids,2023-06-29,2023-06-23,ARIK,ensemble,14,temperature,19.514885441402793
tg_randfor_ens_rnnresids,2023-06-29,2023-06-23,ARIK,ensemble,15,temperature,21.341495632140656
tg_randfor_ens_rnnresids,2023-06-29,2023-06-23,ARIK,ensemble,16,temperature,19.29481501433121
tg_randfor_ens_rnnresids,2023-06-29,2023-06-23,ARIK,ensemble,17,temperature,22.42375222506399
tg_randfor_ens_rnnresids,2023-06-29,2023-06-23,ARIK,ensemble,18,temperature,22.130561775774087
tg_randfor_ens_rnnresids,2023-06-29,2023-06-23,ARIK,ensemble,19,temperature,20.65020114128035
tg_randfor_ens_rnnresids,2023-06-29,2023-06-23,ARIK,ensemble,20,temperature,21.148084158892086
tg_randfor_ens_rnnresids,2023-06-29,2023-06-23,ARIK,ensemble,21,temperature,21.328353830999557
tg_randfor_ens_rnnresids,2023-06-29,2023-06-23,ARIK,ensemble,22,temperature,20.53928305221518
tg_randfor_ens_rnnresids,2023-06-29,2023-06-23,ARIK,ensemble,23,temperature,21.69757859358085
tg_randfor_ens_rnnresids,2023-06-29,2023-06-23,ARIK,ensemble,24,temperature,21.796193008539557
tg_randfor_ens_rnnresids,2023-06-29,2023-06-23,ARIK,ensemble,25,temperature,21.55001821174408
tg_randfor_ens_rnnresids,2023-06-29,2023-06-23,ARIK,ensemble,26,temperature,19.892838843503824
tg_randfor_ens_rnnresids,2023-06-29,2023-06-23,ARIK,ensemble,27,temperature,21.830762874479593
tg_randfor_ens_rnnresids,2023-06-29,2023-06-23,ARIK,ensemble,28,temperature,20.900299535865894
tg_randfor_ens_rnnresids,2023-06-29,2023-06-23,ARIK,ensemble,29,temperature,21.01245336369016
tg_randfor_ens_rnnresids,2023-06-29,2023-06-23,ARIK,ensemble,30,temperature,20.85202640208617
tg_randfor_ens_rnnresids,2023-06-29,2023-06-23,ARIK,ensemble,31,temperature,21.90582667624951
tg_randfor_ens_rnnresids,2023-06-30,2023-06-23,ARIK,ensemble,1,temperature,21.6699377537565
tg_randfor_ens_rnnresids,2023-06-30,2023-06-23,ARIK,ensemble,2,temperature,21.542853430964147
tg_randfor_ens_rnnresids,2023-06-30,2023-06-23,ARIK,ensemble,3,temperature,20.694007586906423
tg_randfor_ens_rnnresids,2023-06-30,2023-06-23,ARIK,ensemble,4,temperature,20.453276498837557
tg_randfor_ens_rnnresids,2023-06-30,2023-06-23,ARIK,ensemble,5,temperature,21.388924791989503
tg_randfor_ens_rnnresids,2023-06-30,2023-06-23,ARIK,ensemble,6,temperature,21.717785701729692
tg_randfor_ens_rnnresids,2023-06-30,2023-06-23,ARIK,ensemble,7,temperature,21.26272986493431
tg_randfor_ens_rnnresids,2023-06-30,2023-06-23,ARIK,ensemble,8,temperature,20.172035678870277
tg_randfor_ens_rnnresids,2023-06-30,2023-06-23,ARIK,ensemble,9,temperature,21.557211982601693
tg_randfor_ens_rnnresids,2023-06-30,2023-06-23,ARIK,ensemble,10,temperature,21.444577818981738
tg_randfor_ens_rnnresids,2023-06-30,2023-06-23,ARIK,ensemble,11,temperature,20.339086809760367
tg_randfor_ens_rnnresids,2023-06-30,2023-06-23,ARIK,ensemble,12,temperature,22.44712890427924
tg_randfor_ens_rnnresids,2023-06-30,2023-06-23,ARIK,ensemble,13,temperature,19.77965182379828
tg_randfor_ens_rnnresids,2023-06-30,2023-06-23,ARIK,ensemble,14,temperature,20.720270564187608
tg_randfor_ens_rnnresids,2023-06-30,2023-06-23,ARIK,ensemble,15,temperature,21.342486409601683
tg_randfor_ens_rnnresids,2023-06-30,2023-06-23,ARIK,ensemble,16,temperature,20.67187103321096
tg_randfor_ens_rnnresids,2023-06-30,2023-06-23,ARIK,ensemble,17,temperature,21.772441394148387
tg_randfor_ens_rnnresids,2023-06-30,2023-06-23,ARIK,ensemble,18,temperature,21.14522490281126
tg_randfor_ens_rnnresids,2023-06-30,2023-06-23,ARIK,ensemble,19,temperature,20.4042789864891
tg_randfor_ens_rnnresids,2023-06-30,2023-06-23,ARIK,ensemble,20,temperature,21.514571370904086
tg_randfor_ens_rnnresids,2023-06-30,2023-06-23,ARIK,ensemble,21,temperature,20.320717400777248
tg_randfor_ens_rnnresids,2023-06-30,2023-06-23,ARIK,ensemble,22,temperature,20.663220487594508
tg_randfor_ens_rnnresids,2023-06-30,2023-06-23,ARIK,ensemble,23,temperature,21.614254732324834
tg_randfor_ens_rnnresids,2023-06-30,2023-06-23,ARIK,ensemble,24,temperature,21.575162945548968
tg_randfor_ens_rnnresids,2023-06-30,2023-06-23,ARIK,ensemble,25,temperature,21.875580687601964
tg_randfor_ens_rnnresids,2023-06-30,2023-06-23,ARIK,ensemble,26,temperature,20.03484716861986
tg_randfor_ens_rnnresids,2023-06-30,2023-06-23,ARIK,ensemble,27,temperature,21.39815957289863
tg_randfor_ens_rnnresids,2023-06-30,2023-06-23,ARIK,ensemble,28,temperature,20.783771233385384
tg_randfor_ens_rnnresids,2023-06-30,2023-06-23,ARIK,ensemble,29,temperature,20.503140701291517
tg_randfor_ens_rnnresids,2023-06-30,2023-06-23,ARIK,ensemble,30,temperature,21.64160136183247
tg_randfor_ens_rnnresids,2023-06-30,2023-06-23,ARIK,ensemble,31,temperature,21.65024233255146
tg_randfor_ens_rnnresids,2023-07-01,2023-06-23,ARIK,ensemble,1,temperature,21.64698987026868
tg_randfor_ens_rnnresids,2023-07-01,2023-06-23,ARIK,ensemble,2,temperature,21.832968272976167
tg_randfor_ens_rnnresids,2023-07-01,2023-06-23,ARIK,ensemble,3,temperature,21.40858293714185
tg_randfor_ens_rnnresids,2023-07-01,2023-06-23,ARIK,ensemble,4,temperature,21.014378028989324
tg_randfor_ens_rnnresids,2023-07-01,2023-06-23,ARIK,ensemble,5,temperature,22.62396362743945
tg_randfor_ens_rnnresids,2023-07-01,2023-06-23,ARIK,ensemble,6,temperature,20.862165008974976
tg_randfor_ens_rnnresids,2023-07-01,2023-06-23,ARIK,ensemble,7,temperature,22.054079219532408
tg_randfor_ens_rnnresids,2023-07-01,2023-06-23,ARIK,ensemble,8,temperature,20.8871779142787
tg_randfor_ens_rnnresids,2023-07-01,2023-06-23,ARIK,ensemble,9,temperature,21.142186861834112
tg_randfor_ens_rnnresids,2023-07-01,2023-06-23,ARIK,ensemble,10,temperature,21.57968691816287
