datetime,.pred,oxygen
2021-08-12,5.199802590256058,4.970768695652174
2021-08-13,5.939985115910655,4.7686319444444445
2021-08-14,5.297295062416959,4.774364583333333
2021-08-15,4.8880255427406984,4.740225694444445
2021-08-16,4.78089212032733,4.6395277777777775
2021-08-17,4.741556113970535,4.574552083333334
2021-08-18,4.574460600089073,4.1506879194630875
2021-08-19,5.160268931146497,4.5564492753623185
2021-08-20,6.7758327729700865,6.4005
2021-08-21,5.458022885928367,5.43362506215813
2021-08-22,4.107223579259232,3.9088369622942114
2021-08-23,4.102210902050326,3.214423611111111
2021-08-24,4.5537213440434146,3.8807222222222224
2021-08-25,4.18058230261616,3.586826388888889
2021-08-26,4.322124945918079,3.6371592279855247
2021-08-27,4.462023814638698,4.379233532934132
2021-08-28,4.398811510573726,3.977097222222222
2021-08-29,4.396787380062861,3.533720445062587
2021-08-30,4.605215352571783,3.764658213891951
2021-08-31,5.372931374881241,4.801073662265462
2021-09-01,5.400868283171371,4.66795137580098
2021-09-02,4.223745835408553,3.447806406685237
2021-09-03,5.441123472556477,4.651076388888889
2021-09-04,6.21901684482086,5.262134909596662
2021-09-05,4.163200051336718,2.125125
2021-09-06,3.7728935047231857,2.3988541666666667
2021-09-07,3.7909889699533013,2.886662030598053
2021-09-08,4.136683553778094,3.2611472392638037
2021-09-09,4.749262727887994,4.7818168761220825
2021-09-10,4.8399450865356135,4.6931352380952385
2021-09-11,4.617512976963839,4.67546875
2021-09-12,4.885654824698277,4.995465277777778
2021-09-13,5.045418919408404,5.001496527777777
2021-09-14,4.743736530294436,4.857777777777778
2021-09-15,4.639804291403578,4.47321875
2021-09-16,4.721671726640363,4.620864583333334
2021-09-17,4.720574531552993,4.628864583333334
2021-09-18,5.230848754809174,4.548020833333333
2021-09-19,4.612980977927889,4.459892023685127
2021-09-20,4.41469489992547,4.289978936282254
2021-09-21,5.1770012039827575,4.530572916666666
2021-09-22,5.558582009487267,4.75517808219178
2021-09-23,5.557006452625547,5.107465277777778
2021-09-24,4.894565494370013,5.08421875
2021-09-25,5.190318772687081,4.951819444444444
2021-09-26,4.913004050705147,4.887173611111111
2021-09-27,4.622251113404139,4.56109375
2021-09-28,4.237881650163593,3.836363004172462
2021-09-29,3.970924796818371,3.7040817077659183
2021-09-30,4.752677296464186,3.592347009735744
2021-10-01,5.002447479057967,4.177920138888889
2021-10-02,4.807857585062593,4.330520833333333
2021-10-03,4.684006053209522,4.103559027777778
2021-10-04,4.840274971635815,4.4293125
2021-10-05,5.11812046211387,4.4196736111111115
2021-10-06,4.919950202145861,4.343840277777778
2021-10-07,4.861234925388494,4.508666666666667
2021-10-08,4.315360303508015,3.7728506944444447
2021-10-09,4.197423450875919,3.766003472222222
2021-10-10,4.530719018341962,3.8064097222222224
2021-10-11,5.397901220115801,4.917840277777778
2021-10-12,4.877073354779397,4.291725694444445
2021-10-13,5.428400337419602,4.51634375
2021-10-14,4.972047600016269,4.220732638888889
2021-10-15,5.313137244090418,4.62390625
2021-10-16,5.820499118878624,4.745378472222222
2021-10-17,5.529686450804915,4.652631944444445
2021-10-18,5.381028128750414,4.71346875
2021-10-19,5.452948292877293,4.727663194444444
2021-10-20,4.989604734413242,4.127086805555556
2021-10-21,5.056903347052136,3.891618055555555
2021-10-22,5.5082053814340375,4.123635416666667
2021-10-23,5.157115892369784,4.058329861111111
2021-10-24,6.020324812231296,3.8650625
2021-10-25,5.1449929866872965,3.404607638888889
2021-10-26,5.146033602005198,3.6222083333333335
2021-10-27,5.5716435796834105,4.199517361111111
2021-10-28,4.936738581608439,3.3679270833333335
2021-10-29,4.629645438465679,3.45453125
2021-10-30,5.425537497721254,3.5933557046979865
2021-10-31,5.2222614066319935,3.983423611111111
2021-11-01,6.528125789951902,5.235987912598791
2021-11-02,7.320451967327163,7.110660180681029
2021-11-03,7.504173163818165,7.319541666666667
2021-11-04,7.693250892961586,7.389694444444444
2021-11-05,7.44817757758625,7.337899904214559
2021-11-06,6.72185288410493,6.582460648148148
2021-11-07,6.465675611003785,6.380275462962963
2021-11-08,5.767607727737273,5.591615056059797
2021-11-09,5.879601886009874,5.7340787037037035
2021-11-10,6.625001165289509,5.614643188137164
2021-11-11,5.896592497167522,4.4842106481481485
2021-11-12,7.458570503393866,7.323875
2021-11-13,8.1165084283618,7.591393518518519
2021-11-14,7.343386739428383,7.068157407407408
2021-11-15,6.94257741707535,6.797256944444444
2021-11-16,6.345888840959053,6.320030996661898
2021-11-17,6.45863467879197,6.623358796296296
2021-11-18,8.241119503793003,7.8996967592592595
2021-11-19,8.22500925124002,8.306247685185186
2021-11-20,7.863268626134971,7.874342592592592
2021-11-21,7.267778486260946,7.680555555555555
2021-11-22,8.156003924739794,8.127210648148148
2021-11-23,7.71008737526207,8.289855828983345
2021-11-24,6.9422805993736505,6.874944444444444
2021-11-25,7.566730545501072,6.8325625
2021-11-26,7.836840888058343,7.247409722222222
2021-11-27,6.887262674370889,6.759972222222222
2021-11-28,7.445881138334111,6.902041666666666
2021-11-29,7.146464488541347,7.169416666666667
2021-11-30,6.923738009909999,6.849076388888889
2021-12-01,7.0426731450632145,6.990777777777778
2021-12-02,6.683193954636783,7.0002708333333334
2021-12-03,6.451921483995936,6.685979166666667
2021-12-04,7.367175312420187,7.196770833333333
2021-12-05,7.642676152358613,7.866104166666666
2021-12-06,8.132234193873158,8.123409722222222
2021-12-07,8.461161729128033,8.604111111111111
2021-12-08,8.517060120062888,8.622819444444444
2021-12-09,7.58143098885788,7.633465277777778
2021-12-10,7.643104242137934,7.8986875
2021-12-11,8.04038543237786,8.712270833333333
2021-12-12,8.260666385111346,8.343243055555556
2021-12-13,8.24178227872887,8.126772727272728
2021-12-14,7.816646040136244,8.530735721200386
2021-12-15,8.147797082379892,8.810842105263157
2021-12-16,7.540603859679634,6.5252638888888885
2021-12-17,7.2166289786983295,6.159326388888889
2021-12-18,7.479518417055976,6.910423611111111
2021-12-19,8.046372396378757,7.6387430555555556
2021-12-20,7.915765710135556,7.540479166666667
2021-12-21,8.25837461949991,7.992847222222222
2021-12-22,8.242523315452969,8.210994436717664
2021-12-23,7.72363211828288,7.369395833333333
2021-12-24,7.643085015945136,7.9840625
2021-12-25,7.383706534254402,7.42575
2021-12-26,7.214077408048733,6.919923611111111
2021-12-27,7.720728072336268,8.38073611111111
2021-12-28,8.353858114766869,8.437485477178424
2021-12-29,7.802207037934926,7.299048611111111
2021-12-30,8.242021276768133,8.004215277777778
2021-12-31,8.58753487268712,8.397131944444444
2022-01-01,10.316511593202286,10.710215277777776
2022-01-02,10.15894681607804,10.472930555555555
2022-01-03,9.211853621480294,8.347516483516484
2022-01-04,8.398128853290832,8.451989942528735
2022-01-05,9.000619777588309,9.584118055555557
2022-01-06,10.621579201852441,11.292895833333333
2022-01-07,10.057757904790927,10.293861111111111
2022-01-08,8.156586142611662,8.695631944444445
2022-01-09,8.316800981237888,8.615180555555556
2022-01-10,8.932130529448166,9.27
2022-01-11,8.824775380753556,9.0749375
2022-01-12,9.382433778667673,10.029497374343586
2022-01-13,9.14648673484554,10.006200331125829
2022-01-14,8.114377984013021,8.78925
2022-01-15,9.726399579313737,10.009041666666668
2022-01-16,10.181407590544621,10.694888888888888
2022-01-17,9.19164733429882,9.943147590361448
2022-01-18,9.057756699955512,9.790243055555557
2022-01-19,9.090933326271976,10.219586834733894
2022-01-20,10.02215508926337,10.731270833333332
2022-01-21,9.34538881638821,9.197708333333331
2022-01-22,8.661110711933551,8.717888888888888
2022-01-23,8.938456629203543,8.719111111111111
2022-01-24,8.965715313703145,9.24056170886076
2022-01-25,10.120070915898122,10.684520833333334
2022-01-26,10.007378767985566,10.820666666666666
2022-01-27,8.983219704013177,9.577367688022283
2022-01-28,8.995474007674266,10.018340277777778
2022-01-29,9.474725256294816,10.422131944444445
2022-01-30,8.895616974914608,9.472868055555557
2022-01-31,9.013242212462558,9.702193362193364
2022-02-01,8.658016720555798,9.131104933981932
2022-02-02,10.550598947781307,11.70596527777778
2022-02-03,10.412179539962004,11.590152777777778
2022-02-04,9.161440647993535,9.343840277777778
2022-02-05,8.143656256495401,8.110305555555556
2022-02-06,8.45503069376511,8.315895833333334
2022-02-07,9.267052012268639,9.834048611111111
2022-02-08,9.062765760531995,9.397368055555557
2022-02-09,8.732876902792766,9.330881944444444
2022-02-10,9.066058996559706,9.626988543371525
2022-02-11,7.8545996898344725,8.746152777777779
2022-02-12,8.015884231421445,8.023
2022-02-13,8.256034229875562,8.291972222222222
2022-02-14,8.131909247526746,8.0595
2022-02-15,8.073395863543524,7.915201388888889
2022-02-16,7.858997502643774,8.850944444444444
2022-02-17,8.14083459226274,8.140291666666666
2022-02-18,8.120669103545708,7.6091875
2022-02-19,8.020046148782223,7.918291666666667
2022-02-20,8.232586417867953,8.243673611111111
2022-02-21,7.124712193069444,7.473902777777778
2022-02-22,9.190844056993305,8.821069444444445
2022-02-23,9.127242744880824,8.62417965850037
2022-02-24,8.773852294386016,7.054631944444444
2022-02-25,8.639813710392708,7.725555555555555
2022-02-26,7.872538386924294,7.289770833333334
2022-02-27,7.791388973211951,7.339854166666667
2022-02-28,7.832830636433026,7.476166666666667
2022-03-01,7.168253811741449,7.965826388888889
2022-03-02,6.467428654659663,7.1694861111111114
2022-03-03,6.473449217541654,6.869756944444444
2022-03-04,6.769557762100671,6.698243055555555
2022-03-05,7.098688755972143,6.690270833333333
2022-03-06,7.442744175336908,6.78550139275766
2022-03-07,7.465471926868808,6.798712386284115
2022-03-08,8.13931034127596,8.128597222222222
2022-03-09,8.057226128224904,8.121402777777778
2022-03-10,9.281035082203875,9.231069444444444
2022-03-11,9.775944741701636,10.7410625
2022-03-12,8.946863321184935,8.96567361111111
2022-03-13,8.363405719488231,8.251881944444445
2022-03-14,7.490872824835864,7.2368125
2022-03-15,7.583768504772033,7.297777777777778
2022-03-16,6.98414268597898,6.458701388888889
2022-03-17,5.761374540798465,5.726055555555556
2022-03-18,6.747282627891448,7.010534016093636
2022-03-19,9.350642317622558,10.66826359832636
2022-03-20,8.22585333638879,10.442868055555556
2022-03-21,8.116890086180153,10.197923611111111
2022-03-22,7.534024208781485,7.562767732962448
2022-03-23,5.878377468397626,5.021055555555556
2022-03-24,6.342534076970683,5.870826388888889
2022-03-25,7.502230256264233,7.292097222222222
2022-03-26,7.886257725692143,7.565402777777778
2022-03-27,7.4712775500314725,6.964138888888889
2022-03-28,7.323481815381922,6.936638888888889
2022-03-29,6.743660475520041,6.4580625
2022-03-30,6.410933763648953,6.22625
2022-03-31,7.138549632668293,6.976895833333334
2022-04-01,7.726912589645182,7.305576388888888
2022-04-02,7.536513476546046,7.0530486111111115
2022-04-03,6.818489753127093,6.528368055555555
2022-04-04,6.6478660788581125,6.486402777777778
2022-04-05,6.747294302224525,6.170597222222222
2022-04-06,6.810359050768423,6.7057534246575345
2022-04-07,7.321045151740392,7.539263888888889
2022-04-08,7.9333846841274935,7.954152777777778
2022-04-09,8.11487403634136,8.138013888888889
2022-04-10,7.424023984560105,7.779548611111111
2022-04-11,7.402986380744658,7.7146944444444445
2022-04-12,7.593333751364411,7.644256944444445
2022-04-13,7.300862631695257,7.489798611111112
2022-04-14,8.117309486534099,8.05815396700707
2022-04-15,8.027307826683252,8.474243055555556
2022-04-16,8.233000796988252,8.82607638888889
2022-04-17,7.866896498665944,8.282993055555556
2022-04-18,8.313976037961185,9.00319922128488
2022-04-19,8.172538401148403,8.617206605762474
2022-04-20,6.967342218088987,7.301989583333333
2022-04-21,7.049865832257621,8.179583333333333
2022-04-22,7.567444502708397,8.397461805555556
2022-04-23,7.349193071864738,7.571430555555556
2022-04-24,7.6334502389030545,7.522347222222222
2022-04-25,7.704751507927387,7.792798611111111
2022-04-26,8.076722745064064,8.057291666666666
2022-04-27,7.686903173886853,7.636909722222223
2022-04-28,7.061276842226483,7.317767361111111
2022-04-29,6.864070220575269,6.832423611111111
2022-04-30,6.589147079744832,6.78984375
2022-05-01,7.854477155878734,8.030722222222222
2022-05-02,6.727449508842261,6.419371527777778
2022-05-03,7.50547459191383,7.332211805555556
2022-05-04,7.4213194988703926,7.263756944444444
2022-05-05,7.857581448543937,7.641947916666667
2022-05-06,8.787790321968165,9.336834782608696
2022-05-07,7.9786961356934905,8.8489375
2022-05-08,7.401634748612855,8.298475694444445
2022-05-09,7.74644286748969,7.813743055555555
2022-05-10,7.343731080746578,7.495465888508754
2022-05-12,7.397651460162189,7.765374015748032
2022-05-13,6.382951204474116,7.494458333333333
2022-05-14,7.174692530523834,7.555001756234633
2022-05-15,6.5193310002048355,7.515050962627407
2022-05-16,7.691952081113358,7.7999245960502686
2022-05-17,7.103273315480169,7.756242957746479
2022-05-18,7.037790169698752,7.7797186700767265
2022-05-19,7.144735861985453,7.9640555555555554
2022-05-20,7.1231090219534625,7.921493055555556
2022-05-21,7.219967710634899,8.559465277777777
2022-05-22,8.445819555398852,8.994725694444444
2022-05-23,7.960932515554751,8.836427083333334
2022-05-24,7.942554202283913,8.755795138888889
2022-05-25,8.155312043701965,8.835440972222223
2022-05-26,8.763184038879476,9.636989583333332
2022-05-27,8.788968596316002,9.41928422515636
2022-05-28,7.734994470228523,8.76446875
2022-05-29,7.932363033472799,8.41478125
2022-05-30,7.866151985132932,8.115934027777778
2022-05-31,7.448745880138454,8.483815972222223
2022-06-01,7.683893613416257,8.89890625
2022-06-02,8.513279562265934,9.252218114602588
2022-06-03,8.493471114978096,8.993408054711246
2022-06-04,8.305368809813578,8.894850694444445
2022-06-05,8.294089909520398,8.776114583333333
2022-06-06,8.007041711805241,8.594770833333333
2022-06-07,7.755182888081109,8.401555555555555
2022-06-08,7.42929924709836,8.53126736111111
2022-06-09,7.549757567453235,8.651159722222221
2022-06-10,8.111642557350553,8.676194444444445
2022-06-11,7.965057454360258,8.293180555555555
2022-06-12,7.877097642455637,8.055680555555556
2022-06-13,7.566665957999609,7.973142361111111
2022-06-14,7.621277180425766,7.702375
2022-06-15,6.678241535703925,7.648546009150992
2022-06-17,7.746595279453596,8.064507512520867
2022-06-18,7.587593885681434,7.891576388888889
2022-06-19,7.691899164134973,7.826572818908585
2022-06-20,7.724677555159436,7.731892361111111
2022-06-21,6.750193415900324,7.649148418491484
2022-06-22,7.238893870789409,7.810637495284798
2022-06-23,7.69955870826387,8.170861111111112
2022-06-24,7.659782931348472,8.127548611111111
2022-06-25,6.8556515882991595,8.024315972222222
2022-06-26,7.126120305689096,8.37221875
2022-06-27,7.641544397511444,8.652590277777778
2022-06-28,7.856955132151804,8.520321255136347
2022-06-29,7.8677670439934175,8.374378511235955
2022-06-30,7.817677596928615,8.267600896860987
2022-07-01,6.503319493015299,8.221930555555556
2022-07-02,7.80112157914612,8.370576388888889
2022-07-03,7.83504358133679,8.437923611111112
2022-07-04,7.807257310956738,8.11342013888889
2022-07-05,7.325134770871608,7.974958333333333
2022-07-06,6.929953346116295,7.885899875879189
2022-07-07,7.198349018235181,8.077208931419458
2022-07-08,7.452337587564352,7.918513888888889
2022-07-09,7.515259087006176,8.046784722222222
2022-07-10,7.5496439846631365,8.013034722222223
2022-07-11,6.57698360225549,7.883705248522767
2022-07-12,7.430560433486652,7.897611111111111
2022-07-13,7.590907412648151,7.974663194444444
2022-07-14,6.940557785878137,7.721511378273937
2022-07-15,6.737045797561854,7.48359375
2022-07-16,6.384256040917524,7.280625
2022-07-17,7.155776054849726,7.517434827945776
2022-07-18,7.105619614506566,7.381204861111111
2022-07-19,6.655730118553392,7.305552083333334
2022-07-20,7.021471584141882,7.122881944444444
2022-07-21,6.876346335400851,7.082520833333334
2022-07-22,5.835001553379083,6.918104166666667
2022-07-23,6.54496998148789,6.720350694444445
2022-07-24,5.830003707729672,6.581576388888889
2022-07-25,6.878372480571659,7.063996527777777
2022-07-26,7.003993129965604,7.218034722222222
2022-07-27,7.189776635421033,7.246465277777777
2022-07-28,6.5823774924909495,6.9533958333333334
2022-07-29,6.1909082999856455,7.0626493055555555
2022-07-30,6.452111152070224,7.075440972222222
2022-07-31,6.73823743257091,6.907229166666666
2022-08-01,6.557405157798061,6.669128472222222
2022-08-02,6.1061366722846255,6.561097222222222
2022-08-03,5.758385634928356,6.4079097222222225
2022-08-04,5.883171795165099,6.296487895716946
2022-08-05,6.051626365085848,6.189413194444445
2022-08-06,5.741436793674624,6.082618055555556
2022-08-07,5.629914047903053,5.881822916666667
2022-08-08,5.659812369664251,5.913868055555556
2022-08-09,5.897769441785814,6.160177083333333
2022-08-10,5.959092849095017,6.158559027777778
2022-08-11,6.000898534626752,6.162484717727436
2022-08-12,5.964458880508519,6.176798611111111
2022-08-13,5.6620520988754475,5.594625
2022-08-14,5.402603153458253,5.103243055555556
2022-08-15,4.8437573079015905,4.810388888888889
2022-08-16,5.328304446508269,4.558857638888889
2022-08-17,5.532803761658456,5.362100694444444
2022-08-18,5.547005405556802,5.57721875
2022-08-19,5.192701032116271,5.559888888888889
2022-08-20,5.0638363513907345,5.451267361111111
2022-08-21,5.404851772594421,5.563003472222222
2022-08-22,5.291007593528687,5.550583333333333
2022-08-23,5.346773259572507,5.330055086301873
2022-08-24,5.2585843473027305,5.471534722222223
2022-08-25,5.025262252810059,4.972725321888412
2022-08-26,5.039113163296903,4.928371527777778
2022-08-27,4.882767737613381,4.733309027777778
2022-08-28,5.353786440914722,4.650048611111111
2022-08-29,4.672513272844553,4.504725694444445
2022-08-30,4.923848301605122,4.561298611111111
2022-08-31,5.062446456175838,4.812121527777777
2022-09-01,4.98696702715556,4.953805555555555
2022-09-02,4.64444999016405,4.636638888888889
2022-09-03,4.910394087911103,4.694059027777778
2022-09-04,5.3041756585710855,4.873267085076709
2022-09-05,4.759770739946386,4.86785505124451
2022-09-06,4.975380385322928,4.818611111111111
2022-09-07,4.749203835666166,4.3893191140278915
2022-09-08,4.842877880897415,4.976107638888889
2022-09-09,4.6124163247656105,4.907204861111111
2022-09-10,4.80589816744793,4.516902777777778
2022-09-11,6.299732770857653,5.512163194444445
2022-09-12,5.819711699168689,5.75203125
2022-09-13,5.111408381277131,5.400972222222222
2022-09-14,5.207200918863802,5.434947916666666
2022-09-15,5.452678689233142,5.815232638888889
2022-09-16,5.299159938380579,5.5076736111111115
2022-09-17,4.96664058426968,5.120131944444444
2022-09-18,4.957741648335923,4.847979166666667
2022-09-19,4.5225812181158584,4.316954861111111
2022-09-20,4.555639160376319,4.228913194444444
2022-09-21,4.478408492537535,4.184152777777777
2022-09-22,5.557412109056802,4.602384615384615
2022-09-23,5.323013044568768,4.767041666666667
2022-09-24,5.17386077266399,4.7166875
2022-09-25,4.757261383828313,4.538458333333334
2022-09-26,4.985699770976828,4.710871527777778
2022-09-27,5.295937394208177,4.7501875
2022-09-28,5.125706924014702,4.731038194444444
2022-09-29,5.378124924399057,4.859340277777778
2022-09-30,5.474817529334629,5.174433823529411
2022-10-01,6.391421788712837,7.0309236111111115
2022-10-02,6.598011403090177,6.991493055555556
2022-10-03,6.582122528719693,6.941541666666667
2022-10-04,6.280935639263554,6.972048611111111
2022-10-05,6.085999066968261,6.5904444444444445
2022-10-06,6.1041661242308205,6.914069444444444
2022-10-07,6.754135854060908,6.768027777777778
2022-10-08,7.277011250225445,7.971541666666667
2022-10-09,6.625643376011805,7.533333333333333
2022-10-10,6.494661943917937,7.464277777777777
2022-10-11,6.4252354105677485,7.302777777777778
2022-10-12,6.57751837175382,7.611375
2022-10-13,5.685165999970137,5.523528571428572
2022-10-14,5.967301765915349,5.552434027777778
2022-10-15,5.895097204272463,6.324395833333333
2022-10-16,5.773891960506424,6.313821609862219
2023-05-04,5.428042100856566,5.431162421958598
2023-05-05,6.187913827087909,4.734506941784722
2023-05-06,5.477768224874204,4.107868053599305
2023-05-07,4.873535576469227,3.3025138928881943
2023-05-08,4.7574625387594915,3.41235416784375
2023-05-09,4.1354150185996605,3.206820407233403
2023-05-10,6.655775731224628,7.937374996534723
2023-05-11,7.43684420192099,7.344770839097222
2023-05-12,7.507324882159458,7.396001392426982
2023-05-13,7.180919892502669,7.147819447868056
2023-05-14,6.410968212717784,7.193770822479166
2023-05-15,7.087216857417787,7.386937484076389
2023-05-16,7.793695621738023,8.230277790645834
2023-05-17,8.054435185546238,8.312134904429763
2023-05-18,6.728361846730518,7.718102692678571
2023-05-19,6.521988957290986,7.217354161298611
2023-05-20,8.04384945404916,7.843025033789986
2023-05-21,7.8714941115014705,7.737493039138889
2023-05-22,7.219925892879637,7.392173608618055
2023-05-23,6.911819746421324,7.121495130639778
2023-05-24,5.839970084885306,6.3143384396866296
2023-05-25,5.376525677503529,4.814163186582984
2023-05-26,5.3208673418837895,4.886827733004202
2023-05-27,5.673365179577019,4.2029288729218965
2023-05-28,4.3911140025492115,3.736029209116829
2023-05-29,4.411319877489584,3.3547430645
2023-05-30,4.192067677944467,3.418502670015279
2023-05-31,5.1875271115388095,3.1292638931180554
2023-06-01,5.009860616232387,4.164291667645833
2023-06-02,3.9352804745702046,2.9650416676736113
2023-06-03,4.138648920909414,2.405749999298611
2023-06-04,4.057493357706933,2.6053055560277776
2023-06-05,3.750034755796684,2.415224405981767
2023-06-06,4.563920569279958,3.3420606066666667
2023-06-07,4.344103451116178,2.0561875028694443
2023-06-08,3.6737404215970644,2.0391944447125
2023-06-09,4.074828624138917,2.06677083419375
2023-06-10,5.785075512301894,4.423754257918088
2023-06-12,5.638413904104561,3.2465427598513013
